,Image Name,Actual Value,Predicted value,Accuracy,Confidence,Time Taken,Model Name
56,PublicTest_17487264.jpg,Angry,Sad,False Positive,31.88,0.02379751205444336,Model 23
57,PrivateTest_97911314.jpg,Angry,Happy,False Positive,32.81,0.02436661720275879,Model 23
58,PublicTest_35775434.jpg,Angry,Happy,False Positive,27.33,0.023942232131958008,Model 23
59,PrivateTest_88795628.jpg,Angry,Neutral,False Positive,22.79,0.027692317962646484,Model 23
60,PrivateTest_86650314.jpg,Angry,Happy,False Positive,29.64,0.0310971736907959,Model 23
61,PrivateTest_37577558.jpg,Angry,Happy,False Positive,40.82,0.028270721435546875,Model 23
62,PrivateTest_45664220.jpg,Angry,Surprise,False Positive,60.9,0.024903535842895508,Model 23
63,PublicTest_53480653.jpg,Angry,Angry,True Positve,39.34,0.024332284927368164,Model 23
64,PublicTest_84889722.jpg,Angry,Happy,False Positive,28.95,0.024283885955810547,Model 23
65,PrivateTest_7969511.jpg,Angry,Sad,False Positive,28.17,0.023926973342895508,Model 23
66,PublicTest_11832974.jpg,Angry,Sad,False Positive,36.98,0.024240970611572266,Model 23
67,PublicTest_80419054.jpg,Angry,Sad,False Positive,27.32,0.02543330192565918,Model 23
68,PublicTest_4496845.jpg,Angry,Happy,False Positive,21.47,0.029697418212890625,Model 23
69,PublicTest_16770619.jpg,Angry,Surprise,False Positive,41.57,0.029334306716918945,Model 23
70,PublicTest_36836824.jpg,Angry,Happy,False Positive,42.65,0.031004905700683594,Model 23
71,PrivateTest_84211245.jpg,Angry,Happy,False Positive,29.13,0.024933338165283203,Model 23
72,PrivateTest_86563903.jpg,Angry,Happy,False Positive,54.37,0.02437615394592285,Model 23
73,PublicTest_21226976.jpg,Angry,Sad,False Positive,34.43,0.024763822555541992,Model 23
74,PublicTest_19319090.jpg,Angry,Surprise,False Positive,25.6,0.023885011672973633,Model 23
75,PublicTest_6998820.jpg,Angry,Fear,False Positive,21.95,0.02582240104675293,Model 23
76,PrivateTest_37308382.jpg,Angry,Happy,False Positive,23.87,0.028851985931396484,Model 23
77,PublicTest_96057304.jpg,Angry,Neutral,False Positive,22.33,0.030533313751220703,Model 23
78,PublicTest_71579768.jpg,Angry,Happy,False Positive,35.79,0.026105642318725586,Model 23
79,PrivateTest_33951605.jpg,Angry,Angry,True Positve,23.53,0.024266481399536133,Model 23
80,PublicTest_64680248.jpg,Angry,Sad,False Positive,33.61,0.029349565505981445,Model 23
81,PublicTest_40202990.jpg,Angry,Happy,False Positive,29.95,0.02499246597290039,Model 23
82,PrivateTest_68356234.jpg,Angry,Neutral,False Positive,30.26,0.02561807632446289,Model 23
83,PrivateTest_22793925.jpg,Angry,Angry,True Positve,21.15,0.02740931510925293,Model 23
84,PrivateTest_33363783.jpg,Angry,Happy,False Positive,56.73,0.030413150787353516,Model 23
85,PrivateTest_61118112.jpg,Angry,Happy,False Positive,26.03,0.0323023796081543,Model 23
86,PrivateTest_48468437.jpg,Angry,Happy,False Positive,47.85,0.028409481048583984,Model 23
87,PublicTest_86533062.jpg,Angry,Neutral,False Positive,19.09,0.03049945831298828,Model 23
88,PublicTest_13591263.jpg,Angry,Happy,False Positive,32.35,0.0263669490814209,Model 23
89,PrivateTest_99757533.jpg,Angry,Fear,False Positive,20.03,0.025665283203125,Model 23
90,PrivateTest_50685265.jpg,Angry,Happy,False Positive,33.12,0.02816486358642578,Model 23
91,PublicTest_15411158.jpg,Angry,Fear,False Positive,21.87,0.028842449188232422,Model 23
92,PrivateTest_64927607.jpg,Angry,Happy,False Positive,79.08,0.03167557716369629,Model 23
93,PrivateTest_70570336.jpg,Angry,Happy,False Positive,38.91,0.0300137996673584,Model 23
94,PublicTest_59547782.jpg,Angry,Happy,False Positive,29.35,0.028035879135131836,Model 23
95,PublicTest_80832037.jpg,Angry,Happy,False Positive,33.26,0.02522730827331543,Model 23
96,PrivateTest_73860110.jpg,Angry,Fear,False Positive,30.73,0.024744033813476562,Model 23
97,PublicTest_74470272.jpg,Angry,Happy,False Positive,35.17,0.025043249130249023,Model 23
98,PrivateTest_37336573.jpg,Angry,Surprise,False Positive,27.56,0.02929234504699707,Model 23
99,PublicTest_7340890.jpg,Angry,Happy,False Positive,31.73,0.032636165618896484,Model 23
100,PublicTest_47189506.jpg,Angry,Fear,False Positive,38.15,0.037316322326660156,Model 23
101,PublicTest_69095122.jpg,Angry,Happy,False Positive,37.83,0.027864694595336914,Model 23
102,PublicTest_89957354.jpg,Angry,Surprise,False Positive,57.37,0.02467799186706543,Model 23
103,PrivateTest_28291041.jpg,Angry,Surprise,False Positive,59.04,0.02478766441345215,Model 23
104,PublicTest_1463394.jpg,Angry,Happy,False Positive,35.42,0.024474143981933594,Model 23
105,PrivateTest_99739773.jpg,Angry,Happy,False Positive,23.26,0.02510666847229004,Model 23
106,PublicTest_79434516.jpg,Angry,Happy,False Positive,38.97,0.03000020980834961,Model 23
107,PrivateTest_98865793.jpg,Angry,Happy,False Positive,28.37,0.028229713439941406,Model 23
108,PublicTest_27364438.jpg,Angry,Angry,True Positve,33.76,0.026706933975219727,Model 23
109,PrivateTest_88305.jpg,Angry,Angry,True Positve,27.46,0.02495288848876953,Model 23
110,PublicTest_84016544.jpg,Angry,Sad,False Positive,31.06,0.027708053588867188,Model 23
111,PublicTest_12326319.jpg,Angry,Happy,False Positive,71.26,0.02489304542541504,Model 23
112,PublicTest_43895652.jpg,Angry,Happy,False Positive,29.11,0.02495121955871582,Model 23
113,PrivateTest_99528552.jpg,Angry,Angry,True Positve,39.07,0.027171850204467773,Model 23
114,PrivateTest_22091765.jpg,Angry,Surprise,False Positive,62.88,0.028328657150268555,Model 23
115,PrivateTest_96028430.jpg,Angry,Angry,True Positve,33.94,0.029428482055664062,Model 23
116,PublicTest_77142981.jpg,Angry,Angry,True Positve,24.62,0.02637314796447754,Model 23
117,PrivateTest_14433751.jpg,Angry,Happy,False Positive,22.76,0.025336742401123047,Model 23
118,PrivateTest_97227751.jpg,Angry,Sad,False Positive,32.37,0.025058984756469727,Model 23
119,PrivateTest_28463343.jpg,Angry,Happy,False Positive,27.2,0.024578571319580078,Model 23
120,PublicTest_8403145.jpg,Angry,Happy,False Positive,36.17,0.025174856185913086,Model 23
121,PublicTest_98688227.jpg,Angry,Happy,False Positive,31.79,0.03157925605773926,Model 23
122,PrivateTest_40087698.jpg,Angry,Neutral,False Positive,22.09,0.03118133544921875,Model 23
123,PublicTest_22869801.jpg,Angry,Angry,True Positve,43.67,0.029825925827026367,Model 23
124,PrivateTest_65716682.jpg,Angry,Happy,False Positive,43.11,0.03172636032104492,Model 23
125,PrivateTest_60990713.jpg,Angry,Happy,False Positive,29.48,0.02632761001586914,Model 23
126,PublicTest_94978869.jpg,Angry,Happy,False Positive,35.81,0.024247407913208008,Model 23
127,PublicTest_80884345.jpg,Angry,Happy,False Positive,46.03,0.02422308921813965,Model 23
128,PublicTest_93035101.jpg,Angry,Surprise,False Positive,62.3,0.024306774139404297,Model 23
129,PublicTest_27052118.jpg,Angry,Happy,False Positive,48.6,0.027367830276489258,Model 23
130,PrivateTest_7977596.jpg,Angry,Surprise,False Positive,23.98,0.02903580665588379,Model 23
131,PublicTest_36373260.jpg,Angry,Happy,False Positive,53.04,0.03274726867675781,Model 23
132,PrivateTest_82869856.jpg,Angry,Happy,False Positive,24.51,0.025570154190063477,Model 23
133,PrivateTest_92990358.jpg,Angry,Angry,True Positve,23.84,0.024906396865844727,Model 23
134,PrivateTest_52838636.jpg,Angry,Happy,False Positive,38.63,0.024849891662597656,Model 23
135,PublicTest_94892531.jpg,Angry,Happy,False Positive,30.66,0.025087594985961914,Model 23
136,PrivateTest_57176772.jpg,Angry,Happy,False Positive,36.59,0.024489641189575195,Model 23
137,PrivateTest_54204181.jpg,Angry,Happy,False Positive,72.14,0.027626514434814453,Model 23
138,PublicTest_80242801.jpg,Angry,Happy,False Positive,32.48,0.029044389724731445,Model 23
139,PrivateTest_13541561.jpg,Angry,Happy,False Positive,32.85,0.029180288314819336,Model 23
140,PublicTest_65017594.jpg,Angry,Happy,False Positive,28.18,0.026213884353637695,Model 23
141,PublicTest_27318961.jpg,Angry,Fear,False Positive,23.1,0.028476476669311523,Model 23
142,PrivateTest_99430137.jpg,Angry,Neutral,False Positive,19.84,0.02556610107421875,Model 23
143,PrivateTest_93458195.jpg,Angry,Angry,True Positve,27.79,0.025133371353149414,Model 23
144,PrivateTest_80153374.jpg,Angry,Happy,False Positive,71.63,0.025206565856933594,Model 23
145,PrivateTest_73918107.jpg,Angry,Fear,False Positive,24.48,0.027640819549560547,Model 23
146,PrivateTest_29273805.jpg,Angry,Happy,False Positive,26.24,0.029515743255615234,Model 23
147,PrivateTest_31554607.jpg,Angry,Sad,False Positive,22.73,0.029929161071777344,Model 23
148,PrivateTest_38754185.jpg,Angry,Happy,False Positive,31.72,0.026094436645507812,Model 23
149,PublicTest_55079248.jpg,Angry,Sad,False Positive,26.28,0.02499532699584961,Model 23
150,PrivateTest_20306434.jpg,Angry,Sad,False Positive,22.2,0.024683475494384766,Model 23
151,PrivateTest_12846357.jpg,Angry,Sad,False Positive,26.71,0.028507471084594727,Model 23
152,PublicTest_64029710.jpg,Angry,Sad,False Positive,22.5,0.02461981773376465,Model 23
153,PublicTest_31588880.jpg,Angry,Happy,False Positive,26.42,0.028570890426635742,Model 23
154,PublicTest_96104154.jpg,Angry,Happy,False Positive,38.54,0.032973527908325195,Model 23
155,PublicTest_94771272.jpg,Angry,Fear,False Positive,25.79,0.03221440315246582,Model 23
156,PrivateTest_86483004.jpg,Angry,Sad,False Positive,36.14,0.026189327239990234,Model 23
157,PrivateTest_31013095.jpg,Angry,Happy,False Positive,44.7,0.024578332901000977,Model 23
158,PrivateTest_14325168.jpg,Angry,Angry,True Positve,28.45,0.02476191520690918,Model 23
159,PrivateTest_97993950.jpg,Angry,Surprise,False Positive,45.88,0.027332305908203125,Model 23
160,PrivateTest_27212219.jpg,Angry,Neutral,False Positive,23.94,0.025501251220703125,Model 23
161,PublicTest_12296139.jpg,Angry,Happy,False Positive,24.41,0.03245663642883301,Model 23
162,PublicTest_88558122.jpg,Angry,Sad,False Positive,27.49,0.029979944229125977,Model 23
163,PrivateTest_74178058.jpg,Angry,Happy,False Positive,46.75,0.02892923355102539,Model 23
164,PrivateTest_69720002.jpg,Angry,Happy,False Positive,33.84,0.025338411331176758,Model 23
165,PrivateTest_93463858.jpg,Angry,Happy,False Positive,29.3,0.02584242820739746,Model 23
166,PublicTest_23991674.jpg,Angry,Happy,False Positive,29.31,0.02477860450744629,Model 23
167,PrivateTest_41125468.jpg,Angry,Angry,True Positve,32.25,0.02419590950012207,Model 23
168,PrivateTest_62900390.jpg,Angry,Happy,False Positive,38.77,0.024129629135131836,Model 23
169,PrivateTest_14444117.jpg,Angry,Happy,False Positive,59.8,0.027799129486083984,Model 23
170,PublicTest_90906370.jpg,Angry,Sad,False Positive,18.75,0.028957128524780273,Model 23
171,PrivateTest_48929571.jpg,Angry,Happy,False Positive,47.1,0.03591609001159668,Model 23
172,PublicTest_48413488.jpg,Angry,Happy,False Positive,57.45,0.025971412658691406,Model 23
173,PublicTest_48371269.jpg,Angry,Happy,False Positive,21.15,0.024937868118286133,Model 23
174,PublicTest_65942726.jpg,Angry,Surprise,False Positive,97.37,0.024448156356811523,Model 23
175,PrivateTest_89959696.jpg,Angry,Happy,False Positive,37.69,0.02473616600036621,Model 23
176,PublicTest_26506006.jpg,Angry,Happy,False Positive,23.18,0.025191783905029297,Model 23
177,PrivateTest_37547773.jpg,Angry,Sad,False Positive,31.81,0.027760744094848633,Model 23
178,PublicTest_79575934.jpg,Angry,Happy,False Positive,81.54,0.02929544448852539,Model 23
179,PublicTest_48156348.jpg,Angry,Happy,False Positive,29.78,0.02999401092529297,Model 23
180,PublicTest_37905989.jpg,Angry,Surprise,False Positive,95.36,0.0259859561920166,Model 23
181,PrivateTest_19839459.jpg,Angry,Sad,False Positive,25.38,0.025661230087280273,Model 23
182,PublicTest_18131739.jpg,Angry,Neutral,False Positive,30.49,0.02792644500732422,Model 23
183,PrivateTest_19777137.jpg,Angry,Fear,False Positive,29.92,0.02469325065612793,Model 23
184,PrivateTest_27063807.jpg,Angry,Sad,False Positive,30.23,0.02465343475341797,Model 23
185,PublicTest_44184063.jpg,Angry,Surprise,False Positive,29.85,0.026437997817993164,Model 23
186,PublicTest_63017102.jpg,Angry,Fear,False Positive,23.69,0.03179574012756348,Model 23
187,PublicTest_36902661.jpg,Angry,Happy,False Positive,52.01,0.032414913177490234,Model 23
188,PrivateTest_82837122.jpg,Angry,Happy,False Positive,31.39,0.0299227237701416,Model 23
189,PrivateTest_37530605.jpg,Angry,Fear,False Positive,22.46,0.028702259063720703,Model 23
190,PublicTest_9139860.jpg,Angry,Happy,False Positive,37.42,0.029330730438232422,Model 23
191,PrivateTest_33643985.jpg,Angry,Happy,False Positive,41.98,0.030068397521972656,Model 23
192,PublicTest_55350348.jpg,Angry,Angry,True Positve,31.66,0.036804914474487305,Model 23
193,PublicTest_66956737.jpg,Angry,Happy,False Positive,37.77,0.03346371650695801,Model 23
194,PublicTest_90378794.jpg,Angry,Happy,False Positive,33.66,0.02874159812927246,Model 23
195,PrivateTest_26560060.jpg,Angry,Surprise,False Positive,60.79,0.02527594566345215,Model 23
196,PublicTest_81632115.jpg,Angry,Happy,False Positive,28.26,0.024071693420410156,Model 23
197,PublicTest_17614009.jpg,Angry,Happy,False Positive,23.84,0.024744510650634766,Model 23
198,PublicTest_67087752.jpg,Angry,Fear,False Positive,29.48,0.024526119232177734,Model 23
199,PublicTest_90129237.jpg,Angry,Sad,False Positive,30.32,0.025037050247192383,Model 23
200,PrivateTest_64954005.jpg,Angry,Surprise,False Positive,46.2,0.02585625648498535,Model 23
201,PrivateTest_40303500.jpg,Angry,Happy,False Positive,47.62,0.02978038787841797,Model 23
202,PublicTest_57154065.jpg,Angry,Fear,False Positive,28.29,0.03683829307556152,Model 23
203,PrivateTest_85837893.jpg,Angry,Happy,False Positive,39.12,0.027259111404418945,Model 23
204,PrivateTest_55949412.jpg,Angry,Happy,False Positive,38.17,0.025397300720214844,Model 23
205,PrivateTest_63627829.jpg,Angry,Sad,False Positive,28.36,0.025683164596557617,Model 23
206,PrivateTest_94431780.jpg,Angry,Surprise,False Positive,52.86,0.024420499801635742,Model 23
207,PrivateTest_12912780.jpg,Angry,Happy,False Positive,37.43,0.024454832077026367,Model 23
208,PublicTest_93687979.jpg,Angry,Sad,False Positive,28.92,0.026712656021118164,Model 23
209,PublicTest_71394422.jpg,Angry,Happy,False Positive,40.63,0.02823948860168457,Model 23
210,PrivateTest_44751991.jpg,Angry,Neutral,False Positive,23.28,0.031031131744384766,Model 23
211,PublicTest_79811245.jpg,Angry,Angry,True Positve,26.24,0.024849653244018555,Model 23
212,PublicTest_18490757.jpg,Angry,Happy,False Positive,28.29,0.028473854064941406,Model 23
213,PrivateTest_6420283.jpg,Angry,Sad,False Positive,27.45,0.024912595748901367,Model 23
214,PrivateTest_68333170.jpg,Angry,Surprise,False Positive,72.25,0.024736642837524414,Model 23
215,PublicTest_94047538.jpg,Angry,Sad,False Positive,29.78,0.02439737319946289,Model 23
216,PrivateTest_8109968.jpg,Angry,Neutral,False Positive,24.56,0.026985883712768555,Model 23
217,PrivateTest_83885737.jpg,Angry,Happy,False Positive,24.13,0.03008413314819336,Model 23
218,PublicTest_77938889.jpg,Angry,Angry,True Positve,23.08,0.0280153751373291,Model 23
219,PublicTest_59731058.jpg,Angry,Happy,False Positive,34.7,0.025867938995361328,Model 23
220,PrivateTest_46244877.jpg,Angry,Surprise,False Positive,48.7,0.024493694305419922,Model 23
221,PublicTest_86863879.jpg,Angry,Happy,False Positive,26.83,0.025264739990234375,Model 23
222,PublicTest_87391496.jpg,Angry,Happy,False Positive,24.54,0.028809070587158203,Model 23
223,PublicTest_71123225.jpg,Angry,Happy,False Positive,28.62,0.02442336082458496,Model 23
224,PublicTest_40341899.jpg,Angry,Happy,False Positive,42.85,0.026830673217773438,Model 23
225,PrivateTest_21042434.jpg,Angry,Fear,False Positive,22.07,0.028821706771850586,Model 23
226,PublicTest_14561390.jpg,Angry,Sad,False Positive,24.1,0.02829599380493164,Model 23
227,PublicTest_70126767.jpg,Angry,Happy,False Positive,30.32,0.02618861198425293,Model 23
228,PrivateTest_44923343.jpg,Angry,Happy,False Positive,30.96,0.0247952938079834,Model 23
229,PublicTest_17560953.jpg,Angry,Sad,False Positive,31.14,0.024499177932739258,Model 23
230,PublicTest_81843401.jpg,Angry,Neutral,False Positive,21.73,0.023888826370239258,Model 23
231,PrivateTest_59863633.jpg,Angry,Surprise,False Positive,21.39,0.02458667755126953,Model 23
232,PublicTest_49898176.jpg,Angry,Sad,False Positive,22.58,0.03059673309326172,Model 23
233,PublicTest_21498023.jpg,Angry,Happy,False Positive,21.79,0.02839827537536621,Model 23
234,PrivateTest_83425567.jpg,Angry,Happy,False Positive,36.58,0.02857375144958496,Model 23
235,PublicTest_50259008.jpg,Angry,Sad,False Positive,29.56,0.02657175064086914,Model 23
236,PrivateTest_14769246.jpg,Angry,Fear,False Positive,26.05,0.025323152542114258,Model 23
237,PublicTest_66344219.jpg,Angry,Happy,False Positive,50.07,0.02451491355895996,Model 23
238,PrivateTest_96963692.jpg,Angry,Surprise,False Positive,94.17,0.024359464645385742,Model 23
239,PrivateTest_27681985.jpg,Angry,Angry,True Positve,29.4,0.024193525314331055,Model 23
240,PublicTest_32429079.jpg,Angry,Happy,False Positive,30.69,0.026354312896728516,Model 23
241,PublicTest_86413860.jpg,Angry,Sad,False Positive,36.26,0.028372526168823242,Model 23
242,PublicTest_46181567.jpg,Angry,Happy,False Positive,32.95,0.03043961524963379,Model 23
243,PublicTest_10116449.jpg,Angry,Happy,False Positive,25.32,0.03646731376647949,Model 23
244,PublicTest_65705281.jpg,Angry,Fear,False Positive,24.02,0.030260562896728516,Model 23
245,PublicTest_99509833.jpg,Angry,Angry,True Positve,34.86,0.025160551071166992,Model 23
246,PrivateTest_62110213.jpg,Angry,Happy,False Positive,23.39,0.028563499450683594,Model 23
247,PrivateTest_62105894.jpg,Angry,Happy,False Positive,20.2,0.025618791580200195,Model 23
248,PublicTest_26532100.jpg,Angry,Happy,False Positive,27.87,0.034615516662597656,Model 23
249,PrivateTest_44883021.jpg,Angry,Happy,False Positive,23.52,0.033997535705566406,Model 23
250,PrivateTest_67702983.jpg,Angry,Fear,False Positive,35.47,0.028467416763305664,Model 23
251,PublicTest_84812303.jpg,Angry,Happy,False Positive,36.53,0.029195308685302734,Model 23
252,PublicTest_3218764.jpg,Angry,Surprise,False Positive,32.7,0.027160167694091797,Model 23
253,PrivateTest_41474527.jpg,Angry,Angry,True Positve,23.02,0.0303652286529541,Model 23
254,PrivateTest_65940639.jpg,Angry,Happy,False Positive,50.55,0.029414653778076172,Model 23
255,PublicTest_75170399.jpg,Angry,Happy,False Positive,32.55,0.02956700325012207,Model 23
256,PrivateTest_66928656.jpg,Angry,Sad,False Positive,28.97,0.027910947799682617,Model 23
257,PublicTest_80585398.jpg,Angry,Surprise,False Positive,32.63,0.025403738021850586,Model 23
258,PrivateTest_22126718.jpg,Angry,Angry,True Positve,27.11,0.024448633193969727,Model 23
259,PublicTest_48036150.jpg,Angry,Happy,False Positive,42.4,0.02405834197998047,Model 23
260,PrivateTest_1221822.jpg,Angry,Angry,True Positve,25.19,0.024235963821411133,Model 23
261,PrivateTest_31265438.jpg,Angry,Happy,False Positive,38.6,0.023973703384399414,Model 23
262,PublicTest_3641062.jpg,Angry,Surprise,False Positive,65.04,0.026444673538208008,Model 23
263,PrivateTest_2913776.jpg,Angry,Happy,False Positive,25.9,0.0349736213684082,Model 23
264,PrivateTest_62009733.jpg,Angry,Happy,False Positive,22.53,0.02898097038269043,Model 23
265,PrivateTest_54071578.jpg,Angry,Surprise,False Positive,98.98,0.02649974822998047,Model 23
266,PublicTest_70470561.jpg,Angry,Happy,False Positive,37.37,0.025216341018676758,Model 23
267,PublicTest_95102468.jpg,Angry,Happy,False Positive,34.03,0.024676084518432617,Model 23
268,PrivateTest_97952692.jpg,Angry,Happy,False Positive,25.4,0.024025678634643555,Model 23
269,PublicTest_60180640.jpg,Angry,Neutral,False Positive,27.16,0.024367570877075195,Model 23
270,PrivateTest_43530807.jpg,Angry,Sad,False Positive,25.04,0.028257369995117188,Model 23
271,PrivateTest_68557811.jpg,Angry,Happy,False Positive,60.42,0.02931356430053711,Model 23
272,PrivateTest_36424712.jpg,Angry,Happy,False Positive,41.92,0.029924392700195312,Model 23
273,PublicTest_24929049.jpg,Angry,Happy,False Positive,52.75,0.02973651885986328,Model 23
274,PublicTest_67751726.jpg,Angry,Sad,False Positive,28.16,0.0246429443359375,Model 23
275,PublicTest_497151.jpg,Angry,Happy,False Positive,29.9,0.025689125061035156,Model 23
276,PrivateTest_18347688.jpg,Angry,Happy,False Positive,35.31,0.02445077896118164,Model 23
277,PrivateTest_54096394.jpg,Angry,Happy,False Positive,51.82,0.025043964385986328,Model 23
278,PublicTest_4237118.jpg,Angry,Surprise,False Positive,31.59,0.0285489559173584,Model 23
279,PublicTest_62090392.jpg,Angry,Happy,False Positive,48.87,0.030086755752563477,Model 23
280,PublicTest_81742978.jpg,Angry,Surprise,False Positive,25.29,0.027932405471801758,Model 23
281,PublicTest_4105485.jpg,Angry,Happy,False Positive,55.21,0.025028705596923828,Model 23
282,PublicTest_91502575.jpg,Angry,Happy,False Positive,26.77,0.024313688278198242,Model 23
283,PrivateTest_30853783.jpg,Angry,Surprise,False Positive,53.05,0.028673648834228516,Model 23
284,PrivateTest_79141944.jpg,Angry,Happy,False Positive,40.21,0.024630069732666016,Model 23
285,PublicTest_76875834.jpg,Angry,Surprise,False Positive,40.73,0.024662494659423828,Model 23
286,PublicTest_47434180.jpg,Angry,Happy,False Positive,31.02,0.027549266815185547,Model 23
287,PrivateTest_75439838.jpg,Angry,Happy,False Positive,45.3,0.030666351318359375,Model 23
288,PublicTest_12700974.jpg,Angry,Angry,True Positve,37.87,0.029909133911132812,Model 23
289,PrivateTest_75806988.jpg,Angry,Surprise,False Positive,70.41,0.026432037353515625,Model 23
290,PrivateTest_32282421.jpg,Angry,Happy,False Positive,38.12,0.02579951286315918,Model 23
291,PublicTest_39092344.jpg,Angry,Happy,False Positive,25.81,0.024545907974243164,Model 23
